date, pm25, pm10, o3, no2, so2, co
2014/5/29, , 87, 37, 56, 8, 8
2014/5/30, , 60, 65, 56, 9, 9
2014/5/31, , 78, 38, 47, 7, 8
2014/6/1, , 73, 13, 59, 5, 9
2014/6/2, , 67, 22, 39, 4, 7
2014/6/3, , 37, 21, 40, 3, 6
2014/6/4, , 31, 22, 41, 3, 6
2014/6/5, , 28, 31, 34, 3, 6
2014/6/6, , 33, 35, 38, 5, 6
2014/6/7, , 41, 27, 25, 5, 5
2014/6/8, , 37, 26, 35, 5, 6
2014/6/9, , 41, 25, 42, 4, 7
2014/6/10, , 38, 18, 34, 3, 6
2014/6/11, , 31, 22, 33, 3, 6
2014/6/12, , 32, 26, 32, 5, 6
2014/6/13, , 52, 32, 34, 6, 6
2014/6/14, , 43, 40, 27, 5, 5
2014/6/15, , 44, 26, 35, 5, 6
2014/6/16, , 37, 49, 49, 9, 7
2014/6/17, , 54, 56, 66, 10, 10
2014/6/18, , 51, 38, 55, 9, 13
2014/6/19, , 53, 29, 57, 7, 13
2014/6/20, , 52, 27, 51, 8, 12
2014/6/21, , 30, 28, 44, 9, 12
2014/6/22, , 28, 17, 50, 6, 10
2014/6/23, , 34, 29, 42, 8, 9
2014/6/24, , 41, 44, 45, 9, 7
2014/6/25, , 52, 49, 48, 15, 6
2014/6/26, , 52, 28, 36, 5, 5
2014/6/27, , 40, 35, 27, 4, 4
2014/6/28, , 38, 35, 25, 4, 5
2014/6/29, , 36, 35, 35, 4, 6
2014/6/30, , 39, 48, 40, 4, 6
2014/1/24, , 61, 7, 47, 8, 15
2014/1/25, , 56, 16, 28, 6, 7
2014/1/26, , 34, 4, 45, 9, 11
2014/1/27, , 43, 12, 41, 7, 11
2014/1/28, , 39, 5, 48, 8, 12
2014/1/29, , 47, 12, 40, 7, 11
2014/1/30, , 45, 14, 31, 6, 8
2014/1/31, , 27, 3, 37, 6, 10
2014/2/1, , 34, 8, 31, 5, 10
2014/2/2, , 24, 14, 25, 6, 6
2014/2/3, , 45, 17, 22, 7, 5
2014/2/4, , 30, 12, 34, 10, 8
2014/2/5, , 47, 8, 42, 10, 10
2014/2/6, , 56, 9, 41, 6, 9
2014/2/7, , 35, 13, 36, 5, 7
2014/2/8, , 18, 16, 31, 5, 6
2014/2/9, , 24, 15, 44, 8, 9
2014/2/10, , 35, 14, 45, 8, 8
2014/2/11, , 30, 10, 48, 8, 10
2014/2/12, , 35, 13, 48, 8, 8
2014/2/13, , 39, 15, 48, 8, 8
2014/2/14, , 30, 18, 43, 9, 9
2014/2/15, , 43, 12, 43, 12, 11
2014/2/16, , 59, 16, 41, 14, 11
2014/2/17, , 67, 16, 34, 8, 7
2014/2/18, , 31, 11, 37, 8, 9
2014/2/19, , 37, 19, 36, 13, 11
2014/2/20, , 59, 13, 41, 11, 12
2014/2/21, , 64, 16, 44, 13, 13
2014/2/22, , 71, 17, 40, 14, 13
2014/2/23, , 76, 13, 47, 19, 15
2014/2/24, , 103, 9, 59, 15, 16
2014/2/25, , 111, 19, 66, 12, 14
2014/2/26, , 97, 20, 58, 12, 13
2014/2/27, , 88, 22, 54, 11, 12
2014/2/28, , 81, 11, 55, 11, 12
2014/3/1, , 78, 19, 33, 6, 7
2014/3/2, , 34, 16, 51, 13, 9
2014/3/3, , 54, 22, 57, 15, 10
2014/3/4, , 70, 21, 33, 7, 6
2014/3/5, , 41, 17, 38, 8, 7
2014/3/6, , 39, 18, 34, 8, 6
2014/3/7, , 32, 15, 44, 9, 8
2014/3/8, , 43, 19, 32, 8, 6
2014/3/9, , 39, 18, 41, 8, 7
2014/3/10, , 39, 12, 54, 11, 9
2014/3/11, , 52, 3, 60, 9, 11
2014/3/12, , 52, 17, 46, 7, 8
2014/3/13, , 51, 19, 50, 8, 8
2014/3/14, , 56, 30, 44, 11, 8
2014/3/15, , 74, 29, 43, 11, 8
2014/3/16, , 74, 20, 49, 8, 9
2014/3/17, , 62, 24, 33, 7, 6
2014/3/18, , 87, 13, 47, 7, 9
2014/3/19, , 78, 15, 43, 6, 8
2014/3/20, , 49, 16, 39, 6, 7
2014/3/21, , 36, 17, 48, 10, 8
2014/3/22, , 54, 37, 41, 11, 9
2014/3/23, , 67, 25, 47, 8, 8
2014/3/24, , 53, 21, 41, 8, 6
2014/3/25, , 52, 22, 48, 8, 7
2014/3/26, , 59, 19, 63, 10, 11
2014/3/27, , 74, 27, 45, 9, 9
2014/3/28, , 83, 15, 55, 7, 9
2014/3/29, , 52, 25, 36, 5, 7
2014/3/30, , 41, 18, 50, 6, 9
2014/3/31, , 54, 17, 56, 7, 9
2018/7/6, , , 15, 23, , 4
2018/6/9, , , 24, 16, 4, 4
2017/9/22, , , 33, 35, 7, 8
2017/9/25, , , 18, 56, , 10
2017/1/1, , , 15, 71, 7, 11
2014/1/23, , , 2, 56, 10, 13
